ID;UniqueId;SupplierCode;UserId;UserName;BTPLArticleCode;BTPLTekst;BTPLVerpakkingsCode;BTPLKaliber;BTPLOrderDeliveryDate;BTPLOrderDeliveryAt;BTPLArticleRemark;BTPLOrderReference;BTPLArticleCollie;BTPLArticleWeight;CreatedAt;UpdatedAt;BTPLLijnnr
48;BE-DENBERK-740110-230727;BE-DENBERK;1;Jeroen Bartels;0G0000;Tomaat Snack 4KG Doos Verloren;DVER;DVER4;2023-07-27;Rotom;;;4;40.4;2023-07-27T11:58:07.000000Z;2023-07-27T11:58:07.000000Z;5
